region,assessment,year,use_idcntry_raw_str,idcntry_raw,idcntry_raw_str,national_level,countrycode,notes
SSA,PASEC,1996,1,,Senégal,1,SEN,
SSA,PASEC,1996,1,,TCD,1,TCD,
SSA,PASEC,1996,1,,TGO,1,TGO,
SSA,PASEC,1996,1,,Tchad,1,TCD,
SSA,PASEC,1996,1,,Togo,1,TGO,
SSA,PASEC,2014,0,1,,1,BEN,
SSA,PASEC,2014,0,2,,1,BFA,
SSA,PASEC,2014,0,3,,1,BDI,
SSA,PASEC,2014,0,4,,1,CMR,
SSA,PASEC,2014,0,5,,1,COG,
SSA,PASEC,2014,0,6,,1,CIV,
SSA,PASEC,2014,0,7,,1,NER,
SSA,PASEC,2014,0,8,,1,SEN,
SSA,PASEC,2014,0,9,,1,TCD,
SSA,PASEC,2014,0,10,,1,TGO,
SSA,PASEC,2019,0,1,,1,BEN,
SSA,PASEC,2019,0,2,,1,BFA,
SSA,PASEC,2019,0,3,,1,BDI,
SSA,PASEC,2019,0,4,,1,CMR,
SSA,PASEC,2019,0,5,,1,COG,
SSA,PASEC,2019,0,6,,1,CIV,
SSA,PASEC,2019,0,7,,1,GAB,
SSA,PASEC,2019,0,8,,1,GIN,
SSA,PASEC,2019,0,9,,1,MDG,
SSA,PASEC,2019,0,10,,1,NER,
SSA,PASEC,2019,0,11,,1,COD,
SSA,PASEC,2019,0,12,,1,SEN,
SSA,PASEC,2019,0,13,,1,TCD,
SSA,PASEC,2019,0,14,,1,TGO,
SSA,PASEC-X,1996,1,,Guinea,1,GIN,
SSA,SACMEQ,1995,0,54,,0,TZA,Zanzibar only
SSA,SACMEQ,1995,0,230,,1,MUS,
SSA,SACMEQ,1995,0,254,,1,KEN,
SSA,SACMEQ,1995,0,260,,1,ZMB,
SSA,SACMEQ,1995,0,263,,1,ZWE,
SSA,SACMEQ,1995,0,264,,1,NAM,
SSA,SACMEQ,1995,0,265,,1,MWI,
SSA,SACMEQ,2000,0,72,,1,BWA,
SSA,SACMEQ,2000,0,404,,1,KEN,
SSA,SACMEQ,2000,0,426,,1,LSO,
SSA,SACMEQ,2000,0,454,,1,MWI,
SSA,SACMEQ,2000,0,480,,1,MUS,
SSA,SACMEQ,2000,0,508,,1,MOZ,
SSA,SACMEQ,2000,0,516,,1,NAM,
SSA,SACMEQ,2000,0,690,,1,SYC,
SSA,SACMEQ,2000,0,710,,1,ZAF,
SSA,SACMEQ,2000,0,748,,1,SWZ,
SSA,SACMEQ,2000,0,800,,1,UGA,
SSA,SACMEQ,2000,0,834,,1,TZA,
SSA,SACMEQ,2000,0,894,,1,ZMB,
SSA,SACMEQ,2000,0,8341,,0,TZA,Zanzibar only
SSA,SACMEQ,2007,0,72,,1,BWA,
SSA,SACMEQ,2007,0,404,,1,KEN,
SSA,SACMEQ,2007,0,426,,1,LSO,
SSA,SACMEQ,2007,0,454,,1,MWI,
SSA,SACMEQ,2007,0,480,,1,MUS,
SSA,SACMEQ,2007,0,508,,1,MOZ,
SSA,SACMEQ,2007,0,516,,1,NAM,
SSA,SACMEQ,2007,0,690,,1,SYC,
SSA,SACMEQ,2007,0,710,,1,ZAF,
SSA,SACMEQ,2007,0,716,,1,ZWE,
SSA,SACMEQ,2007,0,748,,1,SWZ,
SSA,SACMEQ,2007,0,800,,1,UGA,
SSA,SACMEQ,2007,0,834,,1,TZA,
SSA,SACMEQ,2007,0,894,,1,ZMB,
SSA,SACMEQ,2007,0,8341,,0,TZA,Zanzibar only
WLD,PIRLS,2001,0,32,,1,ARG,
WLD,PIRLS,2001,0,84,,1,BLZ,
WLD,PIRLS,2001,0,100,,1,BGR,
WLD,PIRLS,2001,0,124,,1,CAN,Canada - country
WLD,PIRLS,2001,0,170,,1,COL,
WLD,PIRLS,2001,0,196,,1,CYP,
WLD,PIRLS,2001,0,203,,1,CZE,
WLD,PIRLS,2001,0,250,,1,FRA,
WLD,PIRLS,2001,0,276,,1,DEU,
WLD,PIRLS,2001,0,300,,1,GRC,
WLD,PIRLS,2001,0,344,,1,HKG,
WLD,PIRLS,2001,0,348,,1,HUN,
WLD,PIRLS,2001,0,352,,1,ISL,
WLD,PIRLS,2001,0,364,,1,IRN,
WLD,PIRLS,2001,0,376,,1,ISR,
WLD,PIRLS,2001,0,380,,1,ITA,
WLD,PIRLS,2001,0,414,,1,KWT,
WLD,PIRLS,2001,0,428,,1,LVA,
WLD,PIRLS,2001,0,440,,1,LTU,
WLD,PIRLS,2001,0,498,,1,MDA,
WLD,PIRLS,2001,0,504,,1,MAR,
WLD,PIRLS,2001,0,528,,1,NLD,
WLD,PIRLS,2001,0,554,,1,NZL,
WLD,PIRLS,2001,0,578,,1,NOR,
WLD,PIRLS,2001,0,642,,1,ROU,
WLD,PIRLS,2001,0,643,,1,RUS,
WLD,PIRLS,2001,0,702,,1,SGP,
WLD,PIRLS,2001,0,703,,1,SVK,
WLD,PIRLS,2001,0,705,,1,SVN,
WLD,PIRLS,2001,0,752,,1,SWE,"Sweden, other grade"
WLD,PIRLS,2001,0,792,,1,TUR,
WLD,PIRLS,2001,0,807,,1,MKD,
WLD,PIRLS,2001,0,840,,1,USA,
WLD,PIRLS,2001,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2001,0,927,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2001,0,3752,,1,SWE,"Sweden, other grade"
WLD,PIRLS,2001,0,9132,,0,CAN,Canadian Province
WLD,PIRLS,2001,0,9133,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,40,,1,AUT,
WLD,PIRLS,2006,0,100,,1,BGR,
WLD,PIRLS,2006,0,158,,0,TWN,Taiwan
WLD,PIRLS,2006,0,208,,1,DNK,
WLD,PIRLS,2006,0,250,,1,FRA,
WLD,PIRLS,2006,0,268,,1,GEO,
WLD,PIRLS,2006,0,276,,1,DEU,
WLD,PIRLS,2006,0,344,,1,HKG,
WLD,PIRLS,2006,0,348,,1,HUN,
WLD,PIRLS,2006,0,352,,1,ISL,"Iceland, other grade"
WLD,PIRLS,2006,0,360,,1,IDN,
WLD,PIRLS,2006,0,364,,1,IRN,
WLD,PIRLS,2006,0,376,,1,ISR,
WLD,PIRLS,2006,0,380,,1,ITA,
WLD,PIRLS,2006,0,414,,1,KWT,
WLD,PIRLS,2006,0,428,,1,LVA,
WLD,PIRLS,2006,0,440,,1,LTU,
WLD,PIRLS,2006,0,442,,1,LUX,
WLD,PIRLS,2006,0,498,,1,MDA,
WLD,PIRLS,2006,0,504,,1,MAR,
WLD,PIRLS,2006,0,528,,1,NLD,
WLD,PIRLS,2006,0,554,,1,NZL,
WLD,PIRLS,2006,0,578,,1,NOR,"Norway, other grade"
WLD,PIRLS,2006,0,616,,1,POL,
WLD,PIRLS,2006,0,634,,1,QAT,
WLD,PIRLS,2006,0,642,,1,ROU,
WLD,PIRLS,2006,0,643,,1,RUS,
WLD,PIRLS,2006,0,702,,1,SGP,
WLD,PIRLS,2006,0,703,,1,SVK,
WLD,PIRLS,2006,0,705,,1,SVN,
WLD,PIRLS,2006,0,710,,1,ZAF,
WLD,PIRLS,2006,0,724,,1,ESP,
WLD,PIRLS,2006,0,752,,1,SWE,
WLD,PIRLS,2006,0,780,,1,TTO,
WLD,PIRLS,2006,0,807,,1,MKD,
WLD,PIRLS,2006,0,840,,1,USA,
WLD,PIRLS,2006,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2006,0,927,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2006,0,956,,1,BEL,Belgium French/Flemish
WLD,PIRLS,2006,0,957,,1,BEL,Belgium French/Flemish
WLD,PIRLS,2006,0,9132,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,9133,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,9134,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,9135,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,9136,,0,CAN,Canadian Province
WLD,PIRLS,2006,0,9352,,1,ISL,"Iceland, other grade"
WLD,PIRLS,2006,0,9578,,1,NOR,"Norway, other grade"
WLD,PIRLS,2011,0,31,,1,AZE,
WLD,PIRLS,2011,0,36,,1,AUS,
WLD,PIRLS,2011,0,40,,1,AUT,
WLD,PIRLS,2011,0,72,,1,BWA,
WLD,PIRLS,2011,0,100,,1,BGR,
WLD,PIRLS,2011,0,124,,1,CAN,Canada - country
WLD,PIRLS,2011,0,158,,0,TWN,Taiwan
WLD,PIRLS,2011,0,170,,1,COL,
WLD,PIRLS,2011,0,191,,1,HRV,
WLD,PIRLS,2011,0,203,,1,CZE,
WLD,PIRLS,2011,0,208,,1,DNK,
WLD,PIRLS,2011,0,246,,1,FIN,
WLD,PIRLS,2011,0,250,,1,FRA,
WLD,PIRLS,2011,0,268,,1,GEO,
WLD,PIRLS,2011,0,276,,1,DEU,
WLD,PIRLS,2011,0,340,,1,HND,
WLD,PIRLS,2011,0,344,,1,HKG,
WLD,PIRLS,2011,0,348,,1,HUN,
WLD,PIRLS,2011,0,360,,1,IDN,
WLD,PIRLS,2011,0,364,,1,IRN,
WLD,PIRLS,2011,0,372,,1,IRL,
WLD,PIRLS,2011,0,376,,1,ISR,
WLD,PIRLS,2011,0,380,,1,ITA,
WLD,PIRLS,2011,0,414,,1,KWT,
WLD,PIRLS,2011,0,440,,1,LTU,
WLD,PIRLS,2011,0,470,,1,MLT,"Malta, regular"
WLD,PIRLS,2011,0,504,,1,MAR,"Morocco, other grade"
WLD,PIRLS,2011,0,512,,1,OMN,
WLD,PIRLS,2011,0,528,,1,NLD,
WLD,PIRLS,2011,0,554,,1,NZL,
WLD,PIRLS,2011,0,578,,1,NOR,
WLD,PIRLS,2011,0,616,,1,POL,
WLD,PIRLS,2011,0,620,,1,PRT,
WLD,PIRLS,2011,0,634,,1,QAT,
WLD,PIRLS,2011,0,642,,1,ROU,
WLD,PIRLS,2011,0,643,,1,RUS,
WLD,PIRLS,2011,0,682,,1,SAU,
WLD,PIRLS,2011,0,702,,1,SGP,
WLD,PIRLS,2011,0,703,,1,SVK,
WLD,PIRLS,2011,0,705,,1,SVN,
WLD,PIRLS,2011,0,710,,1,ZAF,
WLD,PIRLS,2011,0,724,,1,ESP,"Spain, country"
WLD,PIRLS,2011,0,752,,1,SWE,
WLD,PIRLS,2011,0,780,,1,TTO,
WLD,PIRLS,2011,0,784,,1,ARE,Emirates country
WLD,PIRLS,2011,0,840,,1,USA,
WLD,PIRLS,2011,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2011,0,928,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2011,0,957,,1,BEL,Belgium French/Flemish
WLD,PIRLS,2011,0,6504,,1,MAR,"Morocco, other grade"
WLD,PIRLS,2011,0,7841,,0,ARE,"Emirates, cities"
WLD,PIRLS,2011,0,7842,,0,ARE,"Emirates, cities"
WLD,PIRLS,2011,0,9132,,0,CAN,Canadian Province
WLD,PIRLS,2011,0,9133,,0,CAN,Canadian Province
WLD,PIRLS,2011,0,9134,,0,CAN,Canadian Province
WLD,PIRLS,2011,0,9470,,0,MLT,"Malta, Malthese"
WLD,PIRLS,2011,0,72401,,0,ESP,"Spain, subset"
WLD,PIRLS,2016,0,31,,1,AZE,
WLD,PIRLS,2016,0,36,,1,AUS,
WLD,PIRLS,2016,0,40,,1,AUT,
WLD,PIRLS,2016,0,48,,1,BHR,
WLD,PIRLS,2016,0,100,,1,BGR,
WLD,PIRLS,2016,0,124,,1,CAN,Canada - country
WLD,PIRLS,2016,0,152,,1,CHL,
WLD,PIRLS,2016,0,158,,0,TWN,Taiwan
WLD,PIRLS,2016,0,203,,1,CZE,
WLD,PIRLS,2016,0,208,,1,DNK,Denmark: grade 3 vs 4
WLD,PIRLS,2016,0,246,,1,FIN,
WLD,PIRLS,2016,0,250,,1,FRA,
WLD,PIRLS,2016,0,268,,1,GEO,
WLD,PIRLS,2016,0,276,,1,DEU,
WLD,PIRLS,2016,0,344,,1,HKG,
WLD,PIRLS,2016,0,348,,1,HUN,
WLD,PIRLS,2016,0,364,,1,IRN,
WLD,PIRLS,2016,0,372,,1,IRL,
WLD,PIRLS,2016,0,376,,1,ISR,
WLD,PIRLS,2016,0,380,,1,ITA,
WLD,PIRLS,2016,0,398,,1,KAZ,
WLD,PIRLS,2016,0,414,,1,KWT,
WLD,PIRLS,2016,0,428,,1,LVA,
WLD,PIRLS,2016,0,440,,1,LTU,
WLD,PIRLS,2016,0,446,,1,MAC,
WLD,PIRLS,2016,0,470,,1,MLT,
WLD,PIRLS,2016,0,504,,1,MAR,
WLD,PIRLS,2016,0,512,,1,OMN,
WLD,PIRLS,2016,0,528,,1,NLD,
WLD,PIRLS,2016,0,554,,1,NZL,
WLD,PIRLS,2016,0,578,,1,NOR,Norway: grades 5
WLD,PIRLS,2016,0,616,,1,POL,
WLD,PIRLS,2016,0,620,,1,PRT,
WLD,PIRLS,2016,0,634,,1,QAT,
WLD,PIRLS,2016,0,643,,1,RUS,
WLD,PIRLS,2016,0,682,,1,SAU,
WLD,PIRLS,2016,0,702,,1,SGP,
WLD,PIRLS,2016,0,703,,1,SVK,
WLD,PIRLS,2016,0,705,,1,SVN,
WLD,PIRLS,2016,0,710,,1,ZAF,South Africa: english
WLD,PIRLS,2016,0,724,,1,ESP,"Spain, country"
WLD,PIRLS,2016,0,752,,1,SWE,
WLD,PIRLS,2016,0,780,,1,TTO,
WLD,PIRLS,2016,0,784,,1,ARE,Emirates country
WLD,PIRLS,2016,0,818,,1,EGY,
WLD,PIRLS,2016,0,840,,1,USA,
WLD,PIRLS,2016,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2016,0,928,,1,GBR,England/Scotland/N.Ireland
WLD,PIRLS,2016,0,956,,1,BEL,Belgium French/Flemish
WLD,PIRLS,2016,0,957,,1,BEL,Belgium French/Flemish
WLD,PIRLS,2016,0,5784,,1,NOR,Norway: grade 4
WLD,PIRLS,2016,0,7105,,1,ZAF,South Africa: zulu
WLD,PIRLS,2016,0,7841,,0,ARE,"Emirates, cities"
WLD,PIRLS,2016,0,7842,,0,ARE,"Emirates, cities"
WLD,PIRLS,2016,0,9132,,0,CAN,Canadian Province
WLD,PIRLS,2016,0,9133,,0,CAN,Canadian Province
WLD,PIRLS,2016,0,32001,,0,ARG,Buenos Aires only
WLD,PIRLS,2016,0,72401,,0,ESP,"Spain, subset"
WLD,PIRLS,2016,0,208001,,1,DNK,Denmark: grade 3 vs 4
WLD,PIRLS,2016,0,643001,,0,RUS,Moscow only
WLD,PIRLS,2016,0,724005,,0,ESP,"Spain, subset"
WLD,PISA,2000,1,,ALB,1,ALB,
WLD,PISA,2000,1,,ARG,1,ARG,
WLD,PISA,2000,1,,AUS,1,AUS,
WLD,PISA,2000,1,,AUT,1,AUT,
WLD,PISA,2000,1,,BEL,1,BEL,
WLD,PISA,2000,1,,BGR,1,BGR,
WLD,PISA,2000,1,,BRA,1,BRA,
WLD,PISA,2000,1,,CAN,1,CAN,
WLD,PISA,2000,1,,CHE,1,CHE,
WLD,PISA,2000,1,,CHL,1,CHL,
WLD,PISA,2000,1,,CZE,1,CZE,
WLD,PISA,2000,1,,DEU,1,DEU,
WLD,PISA,2000,1,,DNK,1,DNK,
WLD,PISA,2000,1,,ESP,1,ESP,
WLD,PISA,2000,1,,FIN,1,FIN,
WLD,PISA,2000,1,,FRA,1,FRA,
WLD,PISA,2000,1,,GBR,1,GBR,
WLD,PISA,2000,1,,GRC,1,GRC,
WLD,PISA,2000,1,,HKG,1,HKG,
WLD,PISA,2000,1,,HUN,1,HUN,
WLD,PISA,2000,1,,IDN,1,IDN,
WLD,PISA,2000,1,,IRL,1,IRL,
WLD,PISA,2000,1,,ISL,1,ISL,
WLD,PISA,2000,1,,ISR,1,ISR,
WLD,PISA,2000,1,,ITA,1,ITA,
WLD,PISA,2000,1,,JPN,1,JPN,
WLD,PISA,2000,1,,KOR,1,KOR,
WLD,PISA,2000,1,,LIE,1,LIE,
WLD,PISA,2000,1,,LUX,1,LUX,
WLD,PISA,2000,1,,LVA,1,LVA,
WLD,PISA,2000,1,,MEX,1,MEX,
WLD,PISA,2000,1,,MKD,1,MKD,
WLD,PISA,2000,1,,NLD,1,NLD,
WLD,PISA,2000,1,,NOR,1,NOR,
WLD,PISA,2000,1,,NZL,1,NZL,
WLD,PISA,2000,1,,PER,1,PER,
WLD,PISA,2000,1,,POL,1,POL,
WLD,PISA,2000,1,,PRT,1,PRT,
WLD,PISA,2000,1,,ROM,1,ROU,
WLD,PISA,2000,1,,RUS,1,RUS,
WLD,PISA,2000,1,,SWE,1,SWE,
WLD,PISA,2000,1,,THA,1,THA,
WLD,PISA,2000,1,,USA,1,USA,
WLD,PISA,2003,1,,AUS,1,AUS,
WLD,PISA,2003,1,,AUT,1,AUT,
WLD,PISA,2003,1,,BEL,1,BEL,
WLD,PISA,2003,1,,BRA,1,BRA,
WLD,PISA,2003,1,,CAN,1,CAN,
WLD,PISA,2003,1,,CHE,1,CHE,
WLD,PISA,2003,1,,CZE,1,CZE,
WLD,PISA,2003,1,,DEU,1,DEU,
WLD,PISA,2003,1,,DNK,1,DNK,
WLD,PISA,2003,1,,ESP,1,ESP,
WLD,PISA,2003,1,,FIN,1,FIN,
WLD,PISA,2003,1,,FRA,1,FRA,
WLD,PISA,2003,1,,GBR,1,GBR,
WLD,PISA,2003,1,,GRC,1,GRC,
WLD,PISA,2003,1,,HKG,1,HKG,
WLD,PISA,2003,1,,HUN,1,HUN,
WLD,PISA,2003,1,,IDN,1,IDN,
WLD,PISA,2003,1,,IRL,1,IRL,
WLD,PISA,2003,1,,ISL,1,ISL,
WLD,PISA,2003,1,,ITA,1,ITA,
WLD,PISA,2003,1,,JPN,1,JPN,
WLD,PISA,2003,1,,KOR,1,KOR,
WLD,PISA,2003,1,,LIE,1,LIE,
WLD,PISA,2003,1,,LUX,1,LUX,
WLD,PISA,2003,1,,LVA,1,LVA,
WLD,PISA,2003,1,,MAC,1,MAC,
WLD,PISA,2003,1,,MEX,1,MEX,
WLD,PISA,2003,1,,NLD,1,NLD,
WLD,PISA,2003,1,,NOR,1,NOR,
WLD,PISA,2003,1,,NZL,1,NZL,
WLD,PISA,2003,1,,POL,1,POL,
WLD,PISA,2003,1,,PRT,1,PRT,
WLD,PISA,2003,1,,RUS,1,RUS,
WLD,PISA,2003,1,,SVK,1,SVK,
WLD,PISA,2003,1,,SWE,1,SWE,
WLD,PISA,2003,1,,THA,1,THA,
WLD,PISA,2003,1,,TUN,1,TUN,
WLD,PISA,2003,1,,TUR,1,TUR,
WLD,PISA,2003,1,,URY,1,URY,
WLD,PISA,2003,1,,USA,1,USA,
WLD,PISA,2003,1,,YUG,1,SRB,"*For the country Serbia and Montenegro, data for Montenegro are not available in PISA 2003. The latter accounts for 7.9 per cent of the national population. The name “Serbia” is used as a shorthand for the Serbian part of Serbia and Montenegro. [PISA 2003 - Data Analysis Manual - page 12]"
WLD,PISA,2006,1,,ARG,1,ARG,
WLD,PISA,2006,1,,AUS,1,AUS,
WLD,PISA,2006,1,,AUT,1,AUT,
WLD,PISA,2006,1,,AZE,1,AZE,
WLD,PISA,2006,1,,BEL,1,BEL,
WLD,PISA,2006,1,,BGR,1,BGR,
WLD,PISA,2006,1,,BRA,1,BRA,
WLD,PISA,2006,1,,CAN,1,CAN,
WLD,PISA,2006,1,,CHE,1,CHE,
WLD,PISA,2006,1,,CHL,1,CHL,
WLD,PISA,2006,1,,COL,1,COL,
WLD,PISA,2006,1,,CZE,1,CZE,
WLD,PISA,2006,1,,DEU,1,DEU,
WLD,PISA,2006,1,,DNK,1,DNK,
WLD,PISA,2006,1,,ESP,1,ESP,
WLD,PISA,2006,1,,EST,1,EST,
WLD,PISA,2006,1,,FIN,1,FIN,
WLD,PISA,2006,1,,FRA,1,FRA,
WLD,PISA,2006,1,,GBR,1,GBR,
WLD,PISA,2006,1,,GRC,1,GRC,
WLD,PISA,2006,1,,HKG,1,HKG,
WLD,PISA,2006,1,,HRV,1,HRV,
WLD,PISA,2006,1,,HUN,1,HUN,
WLD,PISA,2006,1,,IDN,1,IDN,
WLD,PISA,2006,1,,IRL,1,IRL,
WLD,PISA,2006,1,,ISL,1,ISL,
WLD,PISA,2006,1,,ISR,1,ISR,
WLD,PISA,2006,1,,ITA,1,ITA,
WLD,PISA,2006,1,,JOR,1,JOR,
WLD,PISA,2006,1,,JPN,1,JPN,
WLD,PISA,2006,1,,KGZ,1,KGZ,
WLD,PISA,2006,1,,KOR,1,KOR,
WLD,PISA,2006,1,,LIE,1,LIE,
WLD,PISA,2006,1,,LTU,1,LTU,
WLD,PISA,2006,1,,LUX,1,LUX,
WLD,PISA,2006,1,,LVA,1,LVA,
WLD,PISA,2006,1,,MAC,1,MAC,
WLD,PISA,2006,1,,MEX,1,MEX,
WLD,PISA,2006,1,,MNE,1,MNE,
WLD,PISA,2006,1,,NLD,1,NLD,
WLD,PISA,2006,1,,NOR,1,NOR,
WLD,PISA,2006,1,,NZL,1,NZL,
WLD,PISA,2006,1,,POL,1,POL,
WLD,PISA,2006,1,,PRT,1,PRT,
WLD,PISA,2006,1,,QAT,1,QAT,
WLD,PISA,2006,1,,ROU,1,ROU,
WLD,PISA,2006,1,,RUS,1,RUS,
WLD,PISA,2006,1,,SRB,1,SRB,
WLD,PISA,2006,1,,SVK,1,SVK,
WLD,PISA,2006,1,,SVN,1,SVN,
WLD,PISA,2006,1,,SWE,1,SWE,
WLD,PISA,2006,1,,TAP,1,TWN,
WLD,PISA,2006,1,,THA,1,THA,
WLD,PISA,2006,1,,TUN,1,TUN,
WLD,PISA,2006,1,,TUR,1,TUR,
WLD,PISA,2006,1,,URY,1,URY,
WLD,PISA,2006,1,,USA,1,USA,
WLD,PISA,2009,1,,ALB,1,ALB,
